rank,category,priority_score,date,type,title,chapter,selection_decision,production_issues,coverage_signals,next_action,catalog_url,pdf_url,source_note
377,Promote Leads,65,1995-01-01,Scout Lead,"PC0118 PC Meeting on Bosnia-Hercegovina and Croatia, February 7, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051447,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-024-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0118 PC Meeting on Bosnia-Hercegovina and Croatia, February 7, 1995, NAID 41051447."
378,Promote Leads,65,1995-01-01,Scout Lead,"PC0119 PC Meeting on Bosnia-Hercegovina and Croatia, February 13, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051448,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-025-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0119 PC Meeting on Bosnia-Hercegovina and Croatia, February 13, 1995, NAID 41051448."
379,Promote Leads,65,1995-01-01,Scout Lead,"PC0120 PC Meeting on Bosnia-Hercegovina and Croatia, February 21, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051449,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-026-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0120 PC Meeting on Bosnia-Hercegovina and Croatia, February 21, 1995, NAID 41051449."
380,Promote Leads,65,1995-01-01,Scout Lead,"PC0123 PC Meeting on Bosnia-Hercegovina and Croatia, March 3, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051450,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-027-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0123 PC Meeting on Bosnia-Hercegovina and Croatia, March 3, 1995, NAID 41051450."
381,Promote Leads,65,1995-01-01,Scout Lead,"PC0124 PC Meeting on Bosnia-Hercegovina and Croatia, March 17, 1995 [1]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051451,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-028-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0124 PC Meeting on Bosnia-Hercegovina and Croatia, March 17, 1995 [1], NAID 41051451."
382,Promote Leads,65,1995-01-01,Scout Lead,"PC0124 PC Meeting on Bosnia-Hercegovina and Croatia, March 17, 1995 [2]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051452,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-029-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0124 PC Meeting on Bosnia-Hercegovina and Croatia, March 17, 1995 [2], NAID 41051452."
383,Promote Leads,65,1995-01-01,Scout Lead,"PC0126 PC Meeting on Bosnia-Hercegovina and Croatia, March 28, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051453,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-030-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0126 PC Meeting on Bosnia-Hercegovina and Croatia, March 28, 1995, NAID 41051453."
384,Promote Leads,65,1995-01-01,Scout Lead,"PC0136 PC Meeting on Bosnia-Hercegovina and Croatia, May 19, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051456,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-033-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0136 PC Meeting on Bosnia-Hercegovina and Croatia, May 19, 1995, NAID 41051456."
385,Promote Leads,65,1995-01-01,Scout Lead,"PC0137 PC Meeting on Bosnia-Hercegovina and Croatia, May 23, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051457,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-034-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0137 PC Meeting on Bosnia-Hercegovina and Croatia, May 23, 1995, NAID 41051457."
386,Promote Leads,65,1995-01-01,Scout Lead,"PC0138 PC Meeting on Bosnia-Hercegovina and Croatia, May 28, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051458,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-035-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0138 PC Meeting on Bosnia-Hercegovina and Croatia, May 28, 1995, NAID 41051458."
387,Promote Leads,65,1995-01-01,Scout Lead,"PC0142 PC Meeting on Bosnia-Hercegovina and Croatia, August 1, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051461,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-038-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0142 PC Meeting on Bosnia-Hercegovina and Croatia, August 1, 1995, NAID 41051461."
388,Promote Leads,65,1996-01-01,Scout Lead,Bosnia/Iran/IOB [Intelligence Oversight Board] — Basic Documents 1996 [2],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/236750696,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585499/7585499-20060996F-002-005-2022-001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia/Iran/IOB [Intelligence Oversight Board] — Basic Documents 1996 [2], NAID 236750696."
389,Promote Leads,65,1996-01-01,Scout Lead,"Bosnia/Iran/IOB [Intelligence Oversight Board], April-May 1996 [1]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/236750692,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585499/7585499-20060996F-002-001-2022-001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia/Iran/IOB [Intelligence Oversight Board], April-May 1996 [1], NAID 236750692."
390,Promote Leads,65,1996-01-01,Scout Lead,"Bosnia/Iran/IOB [Intelligence Oversight Board], End of May 1996 [1]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/236750697,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585499/7585499-20060996F-002-006-2022-001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia/Iran/IOB [Intelligence Oversight Board], End of May 1996 [1], NAID 236750697."
391,Promote Leads,65,1996-01-01,Scout Lead,"Bosnia/Iran/IOB [Intelligence Oversight Board], End of May 1996 [2]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/236750698,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585499/7585499-20060996F-002-007-2022-001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia/Iran/IOB [Intelligence Oversight Board], End of May 1996 [2], NAID 236750698."
392,Promote Leads,65,1996-01-01,Scout Lead,"DC0254 DC Meeting on Bosnia-Hercegovina, January 19, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051370,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-032-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0254 DC Meeting on Bosnia-Hercegovina, January 19, 1996, NAID 41051370."
393,Promote Leads,65,1996-01-01,Scout Lead,"DC0256 DC Meeting on Bosnia-Hercegovina, February 2, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051371,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-033-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0256 DC Meeting on Bosnia-Hercegovina, February 2, 1996, NAID 41051371."
394,Promote Leads,65,1996-01-01,Scout Lead,"DC0259 DC Meeting on Bosnia-Hercegovina, February 14, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051372,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-034-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0259 DC Meeting on Bosnia-Hercegovina, February 14, 1996, NAID 41051372."
395,Promote Leads,65,1996-01-01,Scout Lead,"DC0264 DC Meeting on Bosnia-Hercegovina, February 29, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051373,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-035-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0264 DC Meeting on Bosnia-Hercegovina, February 29, 1996, NAID 41051373."
396,Promote Leads,65,1996-01-01,Scout Lead,"DC0271 DC Meeting on Bosnia-Hercegovina, March 26, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051374,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-036-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0271 DC Meeting on Bosnia-Hercegovina, March 26, 1996, NAID 41051374."
397,Promote Leads,65,1996-01-01,Scout Lead,"DC0274 DC Meeting on Bosnia-Hercegovina, April 11, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051376,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-038-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0274 DC Meeting on Bosnia-Hercegovina, April 11, 1996, NAID 41051376."
398,Promote Leads,65,1996-01-01,Scout Lead,"DC0277 DC Meeting on Bosnia-Hercegovina, April 24, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051377,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-001-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0277 DC Meeting on Bosnia-Hercegovina, April 24, 1996, NAID 41051377."
399,Promote Leads,65,1996-01-01,Scout Lead,"DC0278 DC Meeting on Bosnia-Hercegovina, May 1, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051378,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-002-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0278 DC Meeting on Bosnia-Hercegovina, May 1, 1996, NAID 41051378."
400,Promote Leads,65,1996-01-01,Scout Lead,"DC0281 DC Meeting on Bosnia-Hercegovina, May 8, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051379,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-003-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0281 DC Meeting on Bosnia-Hercegovina, May 8, 1996, NAID 41051379."
401,Promote Leads,65,1996-01-01,Scout Lead,"DC0284 DC Meeting on Bosnia-Hercegovina, May 15, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051380,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-004-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0284 DC Meeting on Bosnia-Hercegovina, May 15, 1996, NAID 41051380."
402,Promote Leads,65,1996-01-01,Scout Lead,"DC0295 DC Meeting on Bosnia-Hercegovina, June 20, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051385,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-009-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0295 DC Meeting on Bosnia-Hercegovina, June 20, 1996, NAID 41051385."
403,Promote Leads,65,1996-01-01,Scout Lead,"DC0299 DC Meeting on Bosnia-Hercegovina, July 25, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051387,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-011-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0299 DC Meeting on Bosnia-Hercegovina, July 25, 1996, NAID 41051387."
404,Promote Leads,65,1996-01-01,Scout Lead,"DC0301 DC Meeting on Bosnia-Hercegovina, August 1, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051388,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-001-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0301 DC Meeting on Bosnia-Hercegovina, August 1, 1996, NAID 41051388."
405,Promote Leads,65,1996-01-01,Scout Lead,"DC0308 DC Meeting on Bosnia-Hercegovina, August 27, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051391,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-004-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0308 DC Meeting on Bosnia-Hercegovina, August 27, 1996, NAID 41051391."
406,Promote Leads,65,1996-01-01,Scout Lead,"DC0311 DC Meeting on Bosnia-Hercegovina, September 19, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051393,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-006-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0311 DC Meeting on Bosnia-Hercegovina, September 19, 1996, NAID 41051393."
407,Promote Leads,65,1996-01-01,Scout Lead,"DC0313 DC Meeting on Bosnia-Hercegovina, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051394,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-007-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0313 DC Meeting on Bosnia-Hercegovina, 1996, NAID 41051394."
408,Promote Leads,65,1996-01-01,Scout Lead,"DC0316 DC Meeting on Bosnia-Hercegovina, October 1, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051395,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-008-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0316 DC Meeting on Bosnia-Hercegovina, October 1, 1996, NAID 41051395."
409,Promote Leads,65,1996-01-01,Scout Lead,"DC0318 DC Meeting on Bosnia-Hercegovina, October 9, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051396,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-009-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0318 DC Meeting on Bosnia-Hercegovina, October 9, 1996, NAID 41051396."
410,Promote Leads,65,1996-01-01,Scout Lead,"DC0320 DC Meeting on Bosnia-Hercegovina, October 18, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051397,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-010-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0320 DC Meeting on Bosnia-Hercegovina, October 18, 1996, NAID 41051397."
411,Promote Leads,65,1996-01-01,Scout Lead,"DC0323 DC Meeting on Bosnia-Hercegovina, November 7, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051398,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-011-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0323 DC Meeting on Bosnia-Hercegovina, November 7, 1996, NAID 41051398."
412,Promote Leads,65,1996-01-01,Scout Lead,"PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, March 1996 [5]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051293,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585472/42-t-7585472-20120798F-002-003-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Sue Bremner's Files, PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, March 1996 [5], NAID 41051293."
413,Promote Leads,65,1996-01-01,Scout Lead,"PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, March 1996 [6]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051294,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585472/42-t-7585472-20120798F-002-004-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Sue Bremner's Files, PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, March 1996 [6], NAID 41051294."
414,Promote Leads,65,1996-01-01,Scout Lead,"PC0169 PC Meeting on Bosnia-Hercegovina, February 20, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051477,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-054-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0169 PC Meeting on Bosnia-Hercegovina, February 20, 1996, NAID 41051477."
415,Promote Leads,65,1996-01-01,Scout Lead,"PC0171 PC Meeting on Bosnia-Hercegovina, March 1, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051478,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-055-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0171 PC Meeting on Bosnia-Hercegovina, March 1, 1996, NAID 41051478."
416,Promote Leads,65,1996-01-01,Scout Lead,"PC0173 PC Meeting on Bosnia-Hercegovina, March 29, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051479,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-056-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0173 PC Meeting on Bosnia-Hercegovina, March 29, 1996, NAID 41051479."
417,Promote Leads,65,1996-01-01,Scout Lead,"PC0174 PC Meeting on Bosnia-Hercegovina, May 3, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051480,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-057-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0174 PC Meeting on Bosnia-Hercegovina, May 3, 1996, NAID 41051480."
418,Promote Leads,65,1996-01-01,Scout Lead,"PC0180 PC Meeting on Bosnia-Hercegovina, June 11, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051482,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-010-001-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0180 PC Meeting on Bosnia-Hercegovina, June 11, 1996, NAID 41051482."
419,Promote Leads,65,1996-01-01,Scout Lead,"PC0183 PC Meeting on Bosnia-Hercegovina, June 25, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051483,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-010-002-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0183 PC Meeting on Bosnia-Hercegovina, June 25, 1996, NAID 41051483."
420,Promote Leads,65,1996-01-01,Scout Lead,"PC0202 PC Meeting on Bosnia-Hercegovina, 1996",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051486,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-010-005-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0202 PC Meeting on Bosnia-Hercegovina, 1996, NAID 41051486."
421,Promote Leads,63,1993-01-01,Scout Lead,[Balkans: Bosnia] [3],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/40482283,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/4822/40482283/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_002/42-t-7585484-20080994F-002-006-2016/42_t_7585484_20080994F_002_006_2016_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Jane Holl's Files, [Balkans: Bosnia] [3], NAID 40482283."
422,Promote Leads,63,1993-01-01,Scout Lead,"[Bosnia - Hercegovina, February - March 1993] [3]",Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/40482327,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/27/4823/40482327/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_006/42-t-7585484-20080994F-006-008-2016/42_t_7585484_20080994F_006_008_2016_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Jane Holl's Files, [Bosnia - Hercegovina, February - March 1993] [3], NAID 40482327."
423,Promote Leads,63,1993-01-01,Scout Lead,[Bosnia] [8],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/40482296,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/4822/40482296/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_003/42-t-7585484-20080994F-003-009-2016/42_t_7585484_20080994F_003_009_2016_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Jane Holl's Files, [Bosnia] [8], NAID 40482296."
424,Promote Leads,63,1993-01-01,Scout Lead,Bosnia - Papers [6],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/40482481,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/4824/40482481/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_022/42-t-7585486-20080994F-022-008-2016/42_t_7585486_20080994F_022_008_2016_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Donald Kerrick's Files, Bosnia - Papers [6], NAID 40482481."
425,Promote Leads,63,1993-01-01,Scout Lead,Lithuania: Bilateral,Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/23902181,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585493/42-t-7585493-20111038F-003-005-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Richard Norland's Files, Lithuania: Bilateral, NAID 23902181."
426,Promote Leads,63,1994-01-01,Scout Lead,"[Bosnia - Hercegovina, February 1994] [2]",Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/40482382,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/4823/40482382/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_012/42-t-7585484-20080994F-012-009-2016/42_t_7585484_20080994F_012_009_2016_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Jane Holl's Files, [Bosnia - Hercegovina, February 1994] [2], NAID 40482382."
427,Promote Leads,63,1994-01-01,Scout Lead,Bosnia Post-Bihac (Mid-Nov. - Early-Dec. 1994) [6],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361439,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-002-006-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia Post-Bihac (Mid-Nov. - Early-Dec. 1994) [6], NAID 120361439."
