date,washington_time,type,title,participants,countries,chapter,selection_decision,declassification,source_id,markings,source_pages,catalog_url,pdf_url,source_note,next_action
1998-05-21,,Telcon,"Telephone call with President Boris Yeltsin of Russia, May 21, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 301-303",Confidential; Confidential,301-303,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-05-28,,Telcon,"Telephone call with President Boris Yeltsin of Russia, May 28, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 329-332",Confidential; Confidential,329-332,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-05-29,,Context,Presidential Daily Diary reference: Kosovo meeting with Ibrahim Rugova and Dayton implementation briefing,Bill Clinton; Ibrahim Rugova; Al Gore; Samuel Berger; Robert Gelbard,United States; Kosovo; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870917; pages 54-55",Unclassified diary record,pages 54-55,https://catalog.archives.gov/id/147870917,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-009-004-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [05/16/1998-05/31/1998], NAID 147870917, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1998-06-15,,Context,Presidential Daily Diary reference: meeting and conference call with Boris Yeltsin,Bill Clinton; Boris Yeltsin; Strobe Talbott; Samuel Berger,United States; Russia,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870919; pages 101-103",Unclassified diary record,pages 101-103,https://catalog.archives.gov/id/147870919,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-009-005-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [06/01/1998-06/15/1998], NAID 147870919, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1998-06-15,,Telcon,"Telephone call with President Boris Yeltsin of Russia, June 15, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 342-346",Confidential; Confidential,342-346,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-06-16,,Telcon,"Telephone call with President Boris Yeltsin of Russia, June 16, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 359-360",Confidential; Confidential,359-360,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-07-10,,Telcon,"Telephone call with President Boris Yeltsin of Russia, July 10, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 371-374",Confidential; Confidential,371-374,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-07-16,,Memcon,Memorandum of Conversation with NATO Secretary General Javier Solana,Bill Clinton; Javier Solana,United States; Russia; Bosnia and Herzegovina; Kosovo; Ukraine,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118883,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118883,https://clinton.presidentiallibraries.us/files/original/3025a65e30e068505e4d32c1a6c0a539.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0548-M, Item 118883. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-08-14,,Telcon,"Telephone call with President Boris Yeltsin of Russia, August 14, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 384-389",Secret; Secret,384-389,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1998-08-25,,Telcon,"Telephone call with President Boris Yeltsin of Russia, August 25, 1998, Martha's Vineyard, Massachusetts",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 405-408",Secret; Secret,405-408,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1998-09-01,,Memcon,"Meetings with President Boris Yeltsin of Russia, September 1-2, 1998, Moscow, Russia",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Pending review,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; No released September 1-2, 1998 Moscow memcon pages located in 2015-0782-M-2",,"No released September 1-2, 1998 Moscow memcon pages located in 2015-0782-M-2",https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2.",Verify Washington time and final chronological placement against the source image or PDF.
1998-09-02,,Context,Presidential Daily Diary reference: Moscow meeting with Yeltsin and common-security signing,Bill Clinton; Boris Yeltsin; Madeleine Albright; Strobe Talbott,United States; Russia,NATO-Russia and Partnership,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2010-0083-F; 17368189; pages 57-58",Unclassified diary record,pages 57-58,https://catalog.archives.gov/id/17368189,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/3681/17368189/content/presidential-libraries/clinton/foia/2010-0083-F/2010-0083-F-PDF/Box_002/42-t-7262157-20100083F-002-007-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2010-0083-F, [Ellen McCathran - Presidential Daily Diary - Hardcopy 7/7/98; 7/17/98; 7/19/98; 7/29/98; 8/1/98; 8/3/98; 8/21/98; 8/30/98; 9/2/98; 9/15/98; 9/18/98; 9/26/98], NAID 17368189, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1998-09-12,,Telcon,"Telephone call with President Boris Yeltsin of Russia, September 12, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 422-425",Confidential; Confidential,422-425,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-09-16,,Memcon,Memorandum of Conversation - President Vaclav Havel of the Czech Republic,Bill Clinton; Vaclav Havel,United States; Russia; Czech Republic; Kosovo,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 101539,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101539,,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0773-M, Item 101539. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-09-18,,Context,Presidential Daily Diary reference: Kosovo meeting with Robert Dole,Bill Clinton; Robert Dole; Madeleine Albright; Samuel Berger,United States; Kosovo,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2010-0083-F; 17368189; page 80",Unclassified diary record,page 80,https://catalog.archives.gov/id/17368189,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/3681/17368189/content/presidential-libraries/clinton/foia/2010-0083-F/2010-0083-F-PDF/Box_002/42-t-7262157-20100083F-002-007-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2010-0083-F, [Ellen McCathran - Presidential Daily Diary - Hardcopy 7/7/98; 7/17/98; 7/19/98; 7/29/98; 8/1/98; 8/3/98; 8/21/98; 8/30/98; 9/2/98; 9/15/98; 9/18/98; 9/26/98], NAID 17368189, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1998-10-05,,Telcon,"Telephone call with President Boris Yeltsin of Russia, October 5, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, Clinton Digital Library, Item 100503, MDR release 2016-0620-M; 2016-0620-M; 2015-0782-M-2; 3-5",Secret; Secret,3-5,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://clinton.presidentiallibraries.us/files/original/dac856cd6bbd10b93c2eb815862bce44.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Counted from Clinton Digital Library item 100503, MDR release 2016-0620-M. Source PDF pages 1-2 are an August 24 briefing memorandum and page 6 is a separate Berger memorandum; only telcon pages 3-5 were counted. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1998-10-21,,Memcon,Memorandum of Conversation with President Adamkus of Lithuania,Bill Clinton,United States,NATO Strategy and Enlargement,Include candidate,Pending review,William J. Clinton Presidential Library; 118917,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118917,https://clinton.presidentiallibraries.us/files/original/29c17fc63800df67688f1771d127a45e.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2016-0384-M, Item 118917. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-12-30,,Telcon,"Telephone call with President Boris Yeltsin of Russia, December 30, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, Clinton Digital Library, Item 119190, Telcons - Memoranda of Telephone Conversation; clinton-item-119190; 2015-0782-M-2; 1-5",Confidential; Confidential,1-5,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://clinton.presidentiallibraries.us/files/original/1ec29c3214c0ccb6c6ed30fd7e5b06af.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Counted from Clinton Digital Library item 119190. The source PDF appears to consist only of the December 30, 1998 Clinton-Yeltsin telcon. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1999-03-15,,Memcon,Memorandum of Conversation with Secretary General Javier Solana of NATO,Bill Clinton; Javier Solana,United States; Russia; Kosovo,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118888,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118888,https://clinton.presidentiallibraries.us/files/original/5453fc71dd35fc99315b6be63240e1be.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0548-M, Item 118888. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1999-03-21,,Telcon,Memorandum of Telephone Conversation with French President Jacques Chirac,Bill Clinton; Jacques Chirac,United States; Russia; France; Kosovo,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 119246,Secret; Secret,,https://clinton.presidentiallibraries.us/items/show/119246,https://clinton.presidentiallibraries.us/files/original/6423ae532d85907c701765a8184ecd07.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2014-0558-M, Item 119246. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-03-21,,Telcon,Memorandum of Telephone Conversation with German Chancellor,Bill Clinton,United States; Germany; Kosovo,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 119248,Secret; Secret,,https://clinton.presidentiallibraries.us/items/show/119248,https://clinton.presidentiallibraries.us/files/original/c5c2b6d34857e3aa7c7d5289d5471abd.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2014-0558-M, Item 119248. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-03-23,,Context,Presidential Daily Diary reference: Kosovo briefings and congressional meeting,Bill Clinton; Madeleine Albright; William Cohen; George Tenet; Henry Shelton,United States; Kosovo; Serbia,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870957; pages 26 and 33",Unclassified diary record,pages 26 and 33,https://catalog.archives.gov/id/147870957,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-011-002-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [03/19/1999-03/31/1999], NAID 147870957, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1999-03-24,,Context,Presidential Daily Diary reference: Kosovo air-strike briefing and statement,Bill Clinton; Jean Chretien; Samuel Berger; James Steinberg,United States; Canada; Serbia; Kosovo,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870957; pages 37-38",Unclassified diary record,pages 37-38,https://catalog.archives.gov/id/147870957,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-011-002-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [03/19/1999-03/31/1999], NAID 147870957, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1999-03-24,,Telcon,"Telephone call with President Boris Yeltsin of Russia, March 24, 1999, White House",Bill Clinton; Boris Yeltsin,United States; Russia; Kosovo,Crisis Security Files,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 432-436",Secret; Secret,432-436,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2; related packet(s): 2014-0546-M-Release-A. The packet header has a date typo, but the marker, document ID, and leader chronology identify this as March 24, 1999. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-03-25,,Telcon,Memorandum of Telephone Conversation with Secretary General Javier Solana,Bill Clinton; Javier Solana,United States; Russia; Kosovo,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118887,Secret; Secret,,https://clinton.presidentiallibraries.us/items/show/118887,https://clinton.presidentiallibraries.us/files/original/edf02c9df20fc3617fbf9f72312bcedb.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0548-M, Item 118887. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-04-06,,Context,Presidential Daily Diary reference: Kosovo and Balkans briefing,Bill Clinton; William Cohen; John Podesta; Samuel Berger,United States; Kosovo; Serbia,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2010-0083-F; 17368193; page 4",Unclassified diary record,page 4,https://catalog.archives.gov/id/17368193,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/93/3681/17368193/content/presidential-libraries/clinton/foia/2010-0083-F/2010-0083-F-PDF/Box_002/42-t-7262157-20100083F-002-010-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2010-0083-F, [Ellen McCathran - Presidential Daily Diary - Hardcopy 4/9/99; 4/14/99; 4/27/99; 4/30/99; 5/2/99; 5/20/99; 5/24/99; 5/28/99; 6/2/99; 6/10/99; 6/20/99], NAID 17368193, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1999-04-19,,Telcon,"Telephone call with President Boris Yeltsin of Russia, April 19, 1999, White House",Bill Clinton; Boris Yeltsin,United States; Russia; Kosovo,Crisis Security Files,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 438-443",Secret; Secret,438-443,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2; related packet(s): 2014-0546-M-Release-A. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-04-22,,Memcon,Memorandum of Conversation with NATO Secretary General Javier Solana,Bill Clinton; Javier Solana,United States; France; United Kingdom; Kosovo,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118886,Secret; Secret,,https://clinton.presidentiallibraries.us/items/show/118886,https://clinton.presidentiallibraries.us/files/original/76744b37fd4e81e9fd84dfca07ee5cd3.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0548-M, Item 118886. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-04-22,,Context,Presidential Daily Diary reference: meeting with NATO Secretary General Javier Solana,Bill Clinton; Javier Solana; Samuel Berger,United States,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870961; pages 35-36",Unclassified diary record,pages 35-36,https://catalog.archives.gov/id/147870961,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-011-004-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [04/18/1999-04/30/1999], NAID 147870961, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1999-04-23,,Context,Presidential Daily Diary reference: NATO 50th Anniversary Summit weekend,Bill Clinton; Jacques Chirac; Javier Solana; Boris Yeltsin; Strobe Talbott,United States; France; Russia; Ukraine,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870961; pages 40-49",Unclassified diary record,pages 40-49,https://catalog.archives.gov/id/147870961,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-011-004-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [04/18/1999-04/30/1999], NAID 147870961, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1999-04-25,,Telcon,"Telephone call with President Boris Yeltsin of Russia, April 25, 1999, Washington, D.C.",Bill Clinton; Boris Yeltsin,United States; Russia; Kosovo,Crisis Security Files,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 445-456",Secret; Secret,445-456,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2; related packet(s): 2014-0546-M-Release-A. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-04-26,,Telcon,Memorandum of Telephone Conversation with NATO Secretary General Solana,Bill Clinton,United States,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118884,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118884,https://clinton.presidentiallibraries.us/files/original/182b57f9a5b3d92c408be78e034d1de8.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0548-M, Item 118884. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1999-05-02,,Telcon,"Telephone call with President Boris Yeltsin of Russia, May 2, 1999, White House",Bill Clinton; Boris Yeltsin,United States; Russia; Kosovo,Crisis Security Files,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 470-473",Secret; Secret,470-473,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2; related packet(s): 2014-0546-M-Release-A. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-05-05,,Memcon,Memorandum of Conversation with Secretary General Solana of NATO,Bill Clinton,United States; Kosovo,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118885,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118885,https://clinton.presidentiallibraries.us/files/original/211af0c28d36dacd5ca394e846147219.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0548-M, Item 118885. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1999-05-05,,Context,Presidential Daily Diary reference: NATO Headquarters visit and allied forces briefing,Bill Clinton; Javier Solana; Sandy Vershbow; Antony Blinken; Madeleine Albright; William Cohen,United States; Belgium,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870963; pages 19-24",Unclassified diary record,pages 19-24,https://catalog.archives.gov/id/147870963,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-011-005-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [05/01/1999-05/14/1999], NAID 147870963, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1999-05-27,,Telcon,Memorandum of Telephone Conversation - President Vaclav Havel of the Czech Republic,Bill Clinton; Vaclav Havel,United States; Czech Republic; Kosovo,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 101612,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101612,,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0773-M, Item 101612. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1999-06-07,,Telcon,"Telephone call with President Boris Yeltsin of Russia, June 7, 1999, White House",Bill Clinton; Boris Yeltsin,United States; Russia; Kosovo,Crisis Security Files,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 479-480",Confidential; Confidential,479-480,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2; related packet(s): 2014-0546-M-Release-A. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
